case_id,base_id,family,defective,tools_available,kind,exact_correct,outcome,failure_code,input_tokens,output_tokens,accounted_cost_usd
td-main-formal_rules-0011-d1-t1,td-main-formal_rules-0011,formal_rules,True,True,final_answer,True,pass,,1720,191,0.00200625
td-main-formal_rules-0021-d0-t1,td-main-formal_rules-0021,formal_rules,False,True,final_answer,True,pass,,1303,56,0.00118725
td-main-reconciliation-0014-d1-t0,td-main-reconciliation-0014,reconciliation,True,False,final_answer,True,pass,,524,294,0.0014955
td-main-formal_rules-0046-d0-t1,td-main-formal_rules-0046,formal_rules,False,True,final_answer,True,pass,,1405,100,0.00142875
td-main-record_preparation-0009-d0-t1,td-main-record_preparation-0009,record_preparation,False,True,final_answer,True,pass,,2632,268,0.002979
td-main-formal_rules-0011-d0-t1,td-main-formal_rules-0011,formal_rules,False,True,final_answer,True,pass,,1720,262,0.00227250
td-main-reconciliation-0020-d0-t0,td-main-reconciliation-0020,reconciliation,False,False,final_answer,True,pass,,436,232,0.001197
td-main-record_preparation-0056-d0-t0,td-main-record_preparation-0056,record_preparation,False,False,final_answer,True,pass,,779,193,0.001308
td-main-record_preparation-0033-d0-t1,td-main-record_preparation-0033,record_preparation,False,True,final_answer,True,pass,,910,90,0.00102
td-main-reconciliation-0020-d0-t1,td-main-reconciliation-0020,reconciliation,False,True,final_answer,True,pass,,1931,628,0.00380325
td-main-reconciliation-0043-d0-t1,td-main-reconciliation-0043,reconciliation,False,True,final_answer,True,pass,,1372,140,0.0015540
td-main-record_preparation-0039-d1-t0,td-main-record_preparation-0039,record_preparation,True,False,final_answer,True,pass,,543,116,0.00084225
td-main-record_preparation-0048-d0-t0,td-main-record_preparation-0048,record_preparation,False,False,final_answer,True,pass,,901,154,0.00125325
td-main-record_preparation-0003-d0-t0,td-main-record_preparation-0003,record_preparation,False,False,final_answer,True,pass,,1351,212,0.00180825
td-main-record_preparation-0000-d0-t1,td-main-record_preparation-0000,record_preparation,False,True,final_answer,True,pass,,2622,449,0.00365025
td-main-reconciliation-0013-d0-t1,td-main-reconciliation-0013,reconciliation,False,True,final_answer,True,pass,,1480,176,0.00177000
td-main-reconciliation-0029-d1-t0,td-main-reconciliation-0029,reconciliation,True,False,final_answer,True,pass,,455,16,0.00040125
td-main-reconciliation-0030-d0-t1,td-main-reconciliation-0030,reconciliation,False,True,final_answer,True,pass,,2398,184,0.0024885
td-main-reconciliation-0039-d1-t1,td-main-reconciliation-0039,reconciliation,True,True,final_answer,True,pass,,627,16,0.00053025
td-main-record_preparation-0019-d1-t1,td-main-record_preparation-0019,record_preparation,True,True,final_answer,True,pass,,782,92,0.0009315
td-main-record_preparation-0008-d1-t0,td-main-record_preparation-0008,record_preparation,True,False,final_answer,True,pass,,815,100,0.00098625
td-main-reconciliation-0050-d1-t1,td-main-reconciliation-0050,reconciliation,True,True,final_answer,True,pass,,761,16,0.00063075
td-main-reconciliation-0013-d1-t0,td-main-reconciliation-0013,reconciliation,True,False,final_answer,True,pass,,426,16,0.0003795
td-main-reconciliation-0003-d0-t1,td-main-reconciliation-0003,reconciliation,False,True,final_answer,True,pass,,1582,185,0.00188025
td-main-formal_rules-0037-d0-t0,td-main-formal_rules-0037,formal_rules,False,False,final_answer,True,pass,,425,51,0.00051
td-main-formal_rules-0039-d1-t1,td-main-formal_rules-0039,formal_rules,True,True,final_answer,True,pass,,2611,193,0.0026820
td-main-record_preparation-0008-d0-t0,td-main-record_preparation-0008,record_preparation,False,False,final_answer,True,pass,,815,70,0.00087375
td-main-formal_rules-0014-d1-t0,td-main-formal_rules-0014,formal_rules,True,False,final_answer,True,pass,,425,19,0.00039
td-main-formal_rules-0036-d1-t0,td-main-formal_rules-0036,formal_rules,True,False,final_answer,True,pass,,519,19,0.0004605
td-main-reconciliation-0010-d0-t0,td-main-reconciliation-0010,reconciliation,False,False,final_answer,True,pass,,467,36,0.00048525
td-main-reconciliation-0025-d0-t0,td-main-reconciliation-0025,reconciliation,False,False,final_answer,True,pass,,398,44,0.0004635
td-main-formal_rules-0035-d1-t0,td-main-formal_rules-0035,formal_rules,True,False,final_answer,True,pass,,393,19,0.000366
td-main-formal_rules-0002-d1-t0,td-main-formal_rules-0002,formal_rules,True,False,final_answer,False,fail,EXACT_DECISION_STATE_MISMATCH,426,58,0.000537
td-main-record_preparation-0021-d0-t1,td-main-record_preparation-0021,record_preparation,False,True,agent_failure,False,fail,REQUEST_BUDGET_EXHAUSTED,4373,216,0.00408975
td-main-record_preparation-0038-d1-t1,td-main-record_preparation-0038,record_preparation,True,True,final_answer,True,pass,,2086,229,0.00242325
